region,country,refinery,capacity,unit,status
Africa,Algeria,Skikda Refinery ,350.0,kbd,active
Africa,Algeria,Skikda condensate Refinery ,100.0,kbd,active
Africa,Algeria,Adrar Refinery ,12.5,kbd,active
Africa,Algeria,Algiers Refinery ,73.5,kbd,active
Africa,Algeria,Arzew Refinery ,75.6,kbd,active
Africa,Algeria,Hassi Messaoud Refinery ,0.0,kbd,active
Africa,Angola,Luanda Refinery ,56.0,kbd,active
Africa,Cameroon,Limb  Refinery ,42.6,kbd,active
Africa,Chad,Djarmaya Refinery ,20.0,kbd,active
Africa,Congo,Pointe Noire Refinery ,21.0,kbd,active
Africa,"Congo, Democratic Republic",Muanda Refinery ,15.0,kbd,active
Africa,Egypt,Alexandria Ameriya Refinery ,81.0,kbd,active
Africa,Egypt,Alexandria El Mex Refinery ,117.0,kbd,active
Africa,Egypt,Alexandria MIDOR Refinery ,100.0,kbd,active
Africa,Egypt,Asyut Refinery ,47.0,kbd,active
Africa,Egypt,Cairo Mostorod Refinery ,142.0,kbd,active
Africa,Egypt,El Nasr Refinery ,132.0,kbd,active
Africa,Egypt,El Suez Refinery ,70.0,kbd,active
Africa,Egypt,Tanta Refinery ,35.0,kbd,active
Africa,Egypt,Wadi Feran Refinery ,8.55,kbd,active
Africa,Egypt,BASHANDYOIL fossil crude oil refinery,300.0,kbd,active
Africa,Egypt,Egyptian Refining Company ,0.0,kbd,active
Africa,Eritrea,Assab Refinery ,17.5,kbd,active
Africa,Gabon,Port Gentil Refinery ,25.0,kbd,active
Africa,Ghana,Tema Oil Refinery ,45.0,kbd,active
Africa,Ivory Coast,Abidjan Refinery ,68.0,kbd,active
Africa,Ivory Coast,Abidjan Bitumen Refinery ,10.0,kbd,active
Africa,Kenya,Mombasa Refinery ,70.0,kbd,active
Africa,Kenya,Lamu Refinery Lamu Port and Lamu-Southern Sudan-Ethiopia Transport Corridor 120,120.0,kbd,active
Africa,Libya,Zawiya Refinery ,120.0,kbd,active
Africa,Libya,Ra's Lanuf Refinery ,220.0,kbd,active
Africa,Libya,El-Brega Refinery ,10.0,kbd,active
Africa,Libya,Sarir Refinery ,10.0,kbd,active
Africa,Libya,Tobruk Refinery ,20.0,kbd,active
Africa,Madagascar,Tomasina Refinery ,12.0,kbd,active
Africa,Mauritania,Nouadhibou Refinery ,10.0,kbd,active
Africa,Morocco,Mohammedia Refinery ,127.0,kbd,closed
Africa,Morocco,Sidi Kacem ,50.0,kbd,closed
Africa,Niger,Zinder Refinery ,20.0,kbd,active
Africa,Nigeria,Kaduna Refinery ,110.0,kbd,active
Africa,Nigeria,Port Harcourt Refinery ,210.0,kbd,active
Africa,Nigeria,Warri Refinery ,125.0,kbd,active
Africa,Nigeria,Waltersmith Refinery ,5.0,kbd,active
Africa,Nigeria,Dangote Refinery ,650.0,kbd,active
Africa,Nigeria,Azikel Refinery ,12.0,kbd,active
Africa,Nigeria,Ogbele Refinery ,11.0,kbd,active
Africa,South Africa,Cape Town Refinery ,100.0,kbd,active
Africa,South Africa,Engen Refinery ,135.0,kbd,active
Africa,South Africa,Sapref Refinery ,180.0,kbd,active
Africa,South Africa,Sasol Refinery ,300.0,kbd,active
Africa,South Africa,Natref Refinery ,108.0,kbd,active
Africa,South Africa,Mossel Bay GTL Refinery ,45.0,kbd,active
Africa,Sudan,El-Obeid Refinery ,15.0,kbd,active
Africa,Sudan,Khartoum Refinery ,100.0,kbd,active
Africa,Sudan,Port Sudan Refinery ,21.7,kbd,active
Africa,Tanzania,Dar es Salaam Refinery ,17.0,kbd,active
Africa,Tunisia,Bizerte Refinery ,34.0,kbd,active
Africa,Uganda,Uganda Oil Refinery 60,60.0,kbd,active
Africa,Zambia,Indeni Petroleum Refinery,25.0,kbd,active
Asia,Afghanistan,Ghazanfar Oil Refinery,11.874,kbd,active
Asia,Afghanistan,Kam Oil Refinery,11.874,kbd,active
Asia,Afghanistan,Ansar Oil Refinery,0.0,kbd,active
Asia,Azerbaijan,Heydar Aliyev Baku Oil Refinery ,160.0,kbd,active
Asia,Azerbaijan,Azerneftyag Refinery ,0.1,kbd,active
Asia,Bahrain,Bahrain Petroleum Company ,267.0,kbd,active
Asia,Bangladesh,Eastern Refinery ,33.0,kbd,active
Asia,Bangladesh,Petromax Refinery,2.5,kbd,active
Asia,Bangladesh,Super Petrochemical ,3.0,kbd,active
Asia,Bangladesh,Bashundhara Oil and Gas Company Ltd.,40.0,kbd,active
Asia,China,Fushun Petrochemical Refinery,160.0,kbd,active
Asia,China,Sinopec Anqing Company Refinery,110.0,kbd,active
Asia,China,Sinopec Beijing Yanshan Company Refinery,165.0,kbd,active
Asia,China,China National Petroleum Corporation ,112.0,kbd,active
Asia,China,Sinopec CPCC Guangzhou Branch Refinery,150.0,kbd,active
Asia,China,Sinopec Maoming Company Refinery,265.0,kbd,active
Asia,China,Sinopec Beihai Company Refinery,12.0,kbd,active
Asia,China,Sinopec Cangzhou Company Refinery,70.0,kbd,active
Asia,China,China National Petroleum Corporation ,122.0,kbd,active
Asia,China,Sinopec Luoyang Company,100.0,kbd,active
Asia,China,Sinopec Jingmen Company,100.0,kbd,active
Asia,China,Sinopec Wuhan Company Refinery,80.0,kbd,active
Asia,China,Sinopec CPCC Changling Company Refinery,100.0,kbd,active
Asia,China,Sinopec Jinling Company Refinery,265.0,kbd,active
Asia,China,Sinopec Jiujiang Company Refinery,98.0,kbd,active
Asia,China,China National Petroleum Corporation ,0.0,kbd,active
Asia,China,China National Petroleum Corporation ,144.0,kbd,active
Asia,China,China National Petroleum Corporation ,186.0,kbd,active
Asia,China,China National Petroleum Corporation ,112.0,kbd,active
Asia,China,China National Petroleum Corporation ,112.0,kbd,active
Asia,China,WEPEC Dalain Refinery,200.0,kbd,active
Asia,China,Sinopec Jinan Company,21.0,kbd,active
Asia,China,Sinopec Qilu Company Refinery,195.0,kbd,active
Asia,China,Sinopec Shanghai Gaoqiao Oil Refinery,220.0,kbd,active
Asia,China,Sinopec Tianjin Company Refinery,100.0,kbd,active
Asia,China,China National Petroleum Corporation ,120.0,kbd,active
Asia,China,China National Petroleum Corporation ,101.0,kbd,active
Asia,China,Sinopec Zhenhai Refinery,345.0,kbd,active
Asia,India,Bongaigaon Refinery ,0.7,kbd,active
Asia,India,Digboi Refinery ,1.3,kbd,active
Asia,India,Guwahati Refinery ,0.0,kbd,active
Asia,India,Numaligarh Refinery ,0.0,kbd,active
Asia,India,Barauni Refinery ,0.0,kbd,active
Asia,India,Nayara Refinery ,406.0,kbd,active
Asia,India,Gujarat Refinery ,0.0,kbd,active
Asia,India,Jamnagar Refinery ,2200.0,kbd,active
Asia,India,Panipat Refinery ,0.3,kbd,active
Asia,India,Mangalore Refinery ,199.0,kbd,active
Asia,India,Bina Refinery ,116.0,kbd,active
Asia,India,Guru Gobind Singh Refinery ,230.0,kbd,active
Asia,India,Haldia Refinery ,116.0,kbd,active
Asia,India,Paradip Refinery ,303.0,kbd,active
Asia,India,Barmer Refinery ,208.0,kbd,active
Asia,India,Mathura Refinery ,156.0,kbd,active
Asia,India,Mumbai Refinery ,107.0,kbd,active
Asia,India,Mumbai Refinery Mahaul ,135.0,kbd,active
Asia,India,Visakhapatnam Refinery ,150.0,kbd,active
Asia,India,Tatipaka Refinery ,1.6,kbd,active
Asia,India,Kochi Refinery ,310.0,kbd,active
Asia,India,Manali Refinery ,185.0,kbd,active
Asia,India,Cuddalore Refinery ,125.0,kbd,active
Asia,India,Nagapattnam Refinery ,20.0,kbd,active
Asia,Indonesia,Plaju Refinery ,127.0,kbd,active
Asia,Indonesia,Balongan Refinery ,125.0,kbd,active
Asia,Indonesia,Dumai Refinery ,127.0,kbd,active
Asia,Indonesia,Sei Pakning Refinery ,50.0,kbd,active
Asia,Indonesia,Cilacap Refinery ,348.0,kbd,active
Asia,Indonesia,Tuban Refinery ,100.0,kbd,active
Asia,Indonesia,Balikpapan Refinery ,360.0,kbd,active
Asia,Indonesia,Kasim Refinery ,10.0,kbd,active
Asia,Iran,Abadan Refinery ,450.0,kbd,active
Asia,Iran,Arvand oil refinery ,120.0,kbd,active
Asia,Iran,Arak Refinery ,250.0,kbd,active
Asia,Iran,Tehran Refinery ,225.0,kbd,active
Asia,Iran,Isfahan Refinery ,375.0,kbd,active
Asia,Iran,Tabriz Refinery ,112.0,kbd,active
Asia,Iran,Shiraz Refinery ,40.0,kbd,active
Asia,Iran,Lavan Refinery ,60.0,kbd,active
Asia,Iran,Persian Gulf Star Oil Refinery ,360.0,kbd,active
Asia,Iran,Kermanshah Refinery ,25.0,kbd,active
Asia,Iran,Bandar Abbas Refinery ,350.0,kbd,active
Asia,Iran,Pars Refinery ,150.0,kbd,active
Asia,Iran,Anahita Refinery ,150.0,kbd,active
Asia,Iran,Bahman Geno Refinery ,150.0,kbd,active
Asia,Iraq,Basrah Refinery ,210.0,kbd,active
Asia,Iraq,Daurah Refinery ,180.0,kbd,active
Asia,Iraq,Kirkuk Refinery ,170.0,kbd,active
Asia,Iraq,Baiji Salahedden Refinery ,70.0,kbd,active
Asia,Iraq,Baiji North Refinery ,150.0,kbd,active
Asia,Iraq,Khanaqin/Alwand Refinery ,10.5,kbd,active
Asia,Iraq,Samawah Refinery ,27.0,kbd,active
Asia,Iraq,Haditha Refinery ,14.0,kbd,active
Asia,Iraq,Muftiah Refinery ,4.5,kbd,active
Asia,Iraq,Majd Al Iraq ,6.5,kbd,active
Asia,Iraq,Gaiyarah Refinery ,4.0,kbd,active
Asia,Iraq,Erbil Refinery ,100.0,kbd,active
Asia,Iraq,Mirsan Refinery ,150.0,kbd,active
Asia,Iraq,Karbala Refinery ,150.0,kbd,active
Asia,Israel,Ashdod Oil Refineries ,108.0,kbd,active
Asia,Israel,Haifa Refinery ,197.0,kbd,active
Asia,Japan,Chiba Refinery ,240.0,kbd,active
Asia,Japan,Yokkaichi Refinery ,175.0,kbd,active
Asia,Japan,Sakai Refinery ,80.0,kbd,active
Asia,Japan,Sakaide Refinery ,140.0,kbd,closed
Asia,Japan,Muroran Refinery ,180.0,kbd,active
Asia,Japan,Sendai Refinery ,145.0,kbd,active
Asia,Japan,Negishi Yokohama Refinery ,340.0,kbd,active
Asia,Japan,Osaka Refinery ,115.0,kbd,closed
Asia,Japan,Mizushima Refinery ,250.0,kbd,active
Asia,Japan,Marifu Refinery ,127.0,kbd,active
Asia,Japan,Toyama Refinery ,60.0,kbd,active
Asia,Japan,Kubiki Refinery ,4.41,kbd,active
Asia,Japan,Chiba Refinery ,175.0,kbd,active
Asia,Japan,Kawasaki Refinery ,335.0,kbd,active
Asia,Japan,Wakayama Refinery ,170.0,kbd,active
Asia,Japan,Sakai Refinery ,156.0,kbd,active
Asia,Japan,Nishihara Refinery ,100.0,kbd,active
Asia,Japan,Keihin Refinery ,185.0,kbd,active
Asia,Japan,Showa Yokkaichi Refinery ,210.0,kbd,active
Asia,Japan,Yamaguchi Refinery ,120.0,kbd,active
Asia,Japan,Sodegaura Refinery ,192.0,kbd,active
Asia,Japan,Kashima Refinery ,210.0,kbd,active
Asia,Japan,Mizushima Refinery ,205.2,kbd,active
Asia,Japan,Shikoku Refinery ,120.0,kbd,active
Asia,Japan,Ohita Refinery ,160.0,kbd,active
Asia,Japan,Hokkaido Refinery ,140.0,kbd,active
Asia,Japan,Chiba Refinery ,220.0,kbd,active
Asia,Japan,Aichi Refinery ,160.0,kbd,active
Asia,Japan,Tokuyama Refinery ,120.0,kbd,closed
Asia,Jordan,Jordan Refinery,90.0,kbd,active
Asia,Kazakhstan,Atyrau Refinery ,104.4,kbd,active
Asia,Kazakhstan,Pavlodar Refinery ,162.6,kbd,active
Asia,Kazakhstan,Shymkent Refinery ,160.0,kbd,active
Asia,Kuwait,Al Zour Refinery ,615.0,kbd,active
Asia,Kuwait,Mina Al-Ahmadi Refinery ,466.0,kbd,active
Asia,Kuwait,Mina Abdullah Refinery ,270.0,kbd,active
Asia,Malaysia,Pengerang Refining Company Sdn Bhd ,300.0,kbd,active
Asia,Malaysia,Malaysian Refining Company Sdn Bhd ,300.0,kbd,active
Asia,Malaysia,PSR-1,100.0,kbd,active
Asia,Malaysia,PSR-2,100.0,kbd,active
Asia,Malaysia,Petronas Penapisan ,124.0,kbd,active
Asia,Malaysia,Hengyuan Refining Company Berhad ,156.0,kbd,active
Asia,Malaysia,Port Dickson Refinery ,88.0,kbd,active
Asia,Malaysia,Kemaman Bitumen Refinery ,100.0,kbd,active
Asia,Myanmar,Thanlyin Refinery ,20.0,kbd,active
Asia,Oman,Mina Al Fahal,106.0,kbd,active
Asia,Oman,Sohar Refinery Company ,116.0,kbd,active
Asia,Oman,OQ8 ,230.0,kbd,active
Asia,Pakistan,Pak-Arab Refinery Ltd. Multan ,120.0,kbd,active
Asia,Pakistan,National Refinery ,64.0,kbd,active
Asia,Pakistan,Attock Refinery Ltd. ,53.4,kbd,active
Asia,Pakistan,Byco Petroleum ,150.0,kbd,active
Asia,Pakistan,Pakistan Refinery ,50.0,kbd,active
Asia,Pakistan,Enar Petroleum Refinery Training Facility ,3.0,kbd,active
Asia,Pakistan,PARCO Coastal Refinery ,250.0,kbd,active
Asia,Pakistan,Gwadar Refinery ,250.0,kbd,active
Asia,Pakistan,Indus Oil Refinery,100.0,kbd,active
Asia,Pakistan,Grace Refinery Limited ,120.0,kbd,active
Asia,Pakistan,Al Motahedon Petroleum Refineries Kohat,50.0,kbd,active
Asia,Pakistan,Khyber Refinery ,20.0,kbd,active
Asia,Philippines,Bataan Refinery ,180.0,kbd,active
Asia,Philippines,Tabangao Refinery ,110.0,kbd,active
Asia,Philippines,Batangas Refinery ,86.0,kbd,active
Asia,Qatar,Um Said Refinery ,147.0,kbd,active
Asia,Qatar,Laffan Refinery 1 ,146.0,kbd,active
Asia,Qatar,Laffan Refinery 2 ,146.0,kbd,active
Asia,Russia,Achinsk Refinery ,129.0,kbd,active
Asia,Russia,Angarsk Petrochemical Refinery ,194.0,kbd,active
Asia,Russia,Antipinsky Refinery ,114.0,kbd,active
Asia,Russia,Khabarovsk Refinery ,86.0,kbd,active
Asia,Russia,Komsomolsk Refinery ,143.0,kbd,active
Asia,Russia,Nizhnevartovsk Refinery ,27.0,kbd,active
Asia,Russia,Kstovo Refinery ,0.0,kbd,active
Asia,Russia,Omsk Refinery ,362.0,kbd,active
Asia,Russia,Perm Refinery ,0.0,kbd,active
Asia,Russia,Tobolsk Petrochemical Refinery ,138.0,kbd,active
Asia,Russia,Ukhta Refinery ,0.0,kbd,active
Asia,Russia,Volgograd Refinery ,0.0,kbd,active
Asia,Russia,Yaya Refinery ,57.0,kbd,active
Asia,Saudi Arabia,Riyadh Refinery ,120.0,kbd,active
Asia,Saudi Arabia,Rabigh Refinery ,400.0,kbd,active
Asia,Saudi Arabia,Jeddah Refinery ,100.0,kbd,closed
Asia,Saudi Arabia,Ras Tanura Refinery ,550.0,kbd,active
Asia,Saudi Arabia,Yanbu' Refinery ,225.0,kbd,active
Asia,Saudi Arabia,Yanbu' Refinery ,400.0,kbd,active
Asia,Saudi Arabia,Jubail Refinery ,400.0,kbd,active
Asia,Saudi Arabia,YASREF Refinery ,400.0,kbd,active
Asia,Saudi Arabia,Jazan Refinery ,400.0,kbd,active
Asia,Saudi Arabia,Jubail Refinery ,305.0,kbd,active
Asia,Singapore,ExxonMobil Jurong Island Refinery ,605.0,kbd,active
Asia,Singapore,SRC Jurong Island Refinery ,290.0,kbd,active
Asia,Singapore,Shell Pulau Bukom Refinery ,500.0,kbd,active
Asia,Sri Lanka,Sapugaskanda Refinery ,51.0,kbd,active
Asia,South Korea,SK Energy Co.,850.0,kbd,active
Asia,South Korea,GS-Caltex Yeosu Refinery ,730.0,kbd,active
Asia,South Korea,S-Oil Onsan Refinery ,669.0,kbd,active
Asia,South Korea,Hyundai Oilbank Daesan Refinery ,561.0,kbd,active
Asia,South Korea,SK Incheon Petrochem ,275.0,kbd,active
Asia,Syria,Homs Refinery[67],0.0,kbd,active
Asia,Syria,Banias Refinery[67],0.0,kbd,active
Asia,Taiwan,Dalin Refinery ,100.0,kbd,active
Asia,Taiwan,Kaohsiung Refinery ,270.0,kbd,active
Asia,Taiwan,Mailiao Refinery ,540.0,kbd,active
Asia,Taiwan,Taoyuan Refinery ,200.0,kbd,active
Asia,Thailand,Thai Oil Refinery ,275.0,kbd,active
Asia,Thailand,IRPC Refinery ,215.0,kbd,active
Asia,Thailand,PTT Global Chemical Refinery ,280.0,kbd,active
Asia,Thailand,SPRC Refinery ,175.0,kbd,active
Asia,Thailand,Bangchak Phra Khanong Refinery ,120.0,kbd,active
Asia,Thailand,Bangchak Si Racha Sriracha Refinery ,177.0,kbd,active
Asia,Thailand,Rayong Purifier Refinery ,17.0,kbd,active
Asia,Turkey,STAR Refinery ,214.0,kbd,active
Asia,Turkey,Kirikkale Refinery ,112.5,kbd,active
Asia,Turkey,Izmit Refinery ,226.0,kbd,active
Asia,Turkey,Aliaga Refinery ,200.0,kbd,active
Asia,Turkey,Batman Refinery ,22.0,kbd,active
Asia,Turkey,Do u Akdeniz Petrol Refinery ,0.0,kbd,active
Asia,Turkey,ATA  ,0.0,kbd,closed
Asia,Turkmenistan,Seidi,120.0,kbd,active
Asia,Turkmenistan,Turkmenbashi,116.0,kbd,active
Asia,United Arab Emirates,Abu Dhabi Refinery ,85.0,kbd,active
Asia,United Arab Emirates,Fujairah VTTI Refinery ,80.0,kbd,active
Asia,United Arab Emirates,Fujairah ECOMAR Refinery,7.5,kbd,active
Asia,United Arab Emirates,Uniper - Fujairah ,0.0,kbd,active
Asia,United Arab Emirates,Ruwais Refinery ,817.0,kbd,active
Asia,United Arab Emirates,Jebel Ali Refinery ,140.0,kbd,active
Asia,United Arab Emirates,Al Nakheel Oil Refinery ,0.0,kbd,closed
Asia,Vietnam,Dung Quat Refinery ,148.0,kbd,active
Asia,Vietnam,Nghi S n Refinery ,200.0,kbd,active
Asia,Yemen,Aden Refinery ,120.0,kbd,active
Asia,Yemen,Marib Refinery ,10.0,kbd,active
Europe,Albania,Ballsh Refinery ,20.0,kbd,active
Europe,Albania,Fier Refinery ,10.0,kbd,active
Europe,Albania,Bitex Refinery,3.75,kbd,active
Europe,Austria,Schwechat Refinery ,176.0,kbd,active
Europe,Bosnia and Herzegovina,Bosanski Brod Refinery Nestro,30.0,kbd,active
Europe,Belarus,Mozyr Refinery ,95.0,kbd,active
Europe,Belarus,Novopolotsk Refinery ,0.0,kbd,active
Europe,Belgium,Total Antwerp Refinery ,360.0,kbd,active
Europe,Belgium,ExxonMobil Antwerp Refinery ,333.0,kbd,active
Europe,Belgium,Antwerp N.V. Refinery ,35.0,kbd,closed
Europe,Belgium,Independent Belgian Refinery,107.5,kbd,closed
Europe,Bulgaria,LUKOIL Neftochim Burgas ,208.0,kbd,active
Europe,Bulgaria,Dididom oil refinery ,60.0,kbd,active
Europe,Croatia,Rijeka Refinery ,90.0,kbd,active
Europe,Croatia,Sisak Refinery ,60.0,kbd,active
Europe,Czech Republic,Litvinov Refinery ,120.0,kbd,active
Europe,Czech Republic,Kralupy Refinery ,80.0,kbd,active
Europe,Czech Republic,Pardubice Refinery ,15.0,kbd,closed
Europe,Denmark,Kalundborg Refinery ,110.0,kbd,active
Europe,Denmark,Fredericia Refinery ,68.0,kbd,active
Europe,Finland,Porvoo Refinery ,206.0,kbd,active
Europe,Finland,Naantali Refinery ,58.0,kbd,closed
Europe,France,Normandy Refinery ,350.0,kbd,active
Europe,France,Port J r me-Gravenchon Refinery ,270.0,kbd,active
Europe,France,Donges Refinery ,231.0,kbd,active
Europe,France,Lavera Oil Refinery ,210.0,kbd,active
Europe,France,Fos-sur-Mer Refinery ,140.0,kbd,active
Europe,France,Feyzin Refinery ,119.0,kbd,active
Europe,France,Fort de France Refinery ,17.0,kbd,active
Europe,France,Flandres Refinery ,160.0,kbd,closed
Europe,France,La Mede refinery ,155.0,kbd,closed
Europe,France,Petit Couronne Refinery ,142.0,kbd,closed
Europe,France,Berre L'Etang Refinery ,110.0,kbd,closed
Europe,France,Grandpuits Refinery ,99.0,kbd,closed
Europe,France,Reichstett Refinery ,77.0,kbd,closed
Europe,Germany,Wilhelmshaven Refinery ,300.0,kbd,active
Europe,Germany,MiRO Karlsruhe Refinery ,285.0,kbd,active
Europe,Germany,Ruhr  l Refinery ,266.0,kbd,active
Europe,Germany,Ingolstadt Refinery ,262.0,kbd,active
Europe,Germany,TotalEnergies Refinery Mitteldeutschland ,227.0,kbd,active
Europe,Germany,Schwedt Refinery ,210.0,kbd,active
Europe,Germany,Rheinland Werk Godorf Cologne Refinery ,190.0,kbd,active
Europe,Germany,Rheinland Werk Wesseling Cologne Refinery ,160.0,kbd,active
Europe,Germany,Ingolstadt Refinery ,110.0,kbd,active
Europe,Germany,Hamburg ,100.0,kbd,active
Europe,Germany,Raffinerie Heide ,90.0,kbd,active
Europe,Germany,Emsland Lingen Refinery ,80.0,kbd,active
Europe,Germany,Burghausen Refinery ,70.0,kbd,active
Europe,Germany,Elbe Mineral lwerke Hamburg-Harburg Refinery ,0.0,kbd,active
Europe,Greece,Corinth Refinery ,185.0,kbd,active
Europe,Greece,Aspropyrgos Refinery ,148.0,kbd,active
Europe,Greece,Elefsina Refinery ,100.0,kbd,active
Europe,Greece,Thessaloniki Refinery ,93.0,kbd,active
Europe,Hungary,Szazhalombatta Refinery ,161.0,kbd,active
Europe,Ireland,Whitegate refinery ,71.0,kbd,active
Europe,Italy,Sarlux Sarroch Refinery ,300.0,kbd,active
Europe,Italy,Lukoil Impianti Sud Refinery ,214.0,kbd,active
Europe,Italy,Milazzo RAM Refinery ,200.0,kbd,active
Europe,Italy,Sarpom Trecate,200.0,kbd,active
Europe,Italy,Sonatrach Augusta Refinery ,190.0,kbd,active
Europe,Italy,Lukoil Impianti Nord Refinery ,160.0,kbd,active
Europe,Italy,Sannazzaro de' Burgondi Refinery ,160.0,kbd,active
Europe,Italy,Falconara Marittima Ancona Refinery ,85.0,kbd,active
Europe,Italy,Taranto Refinery ,90.0,kbd,active
Europe,Italy,Iplom Busalla Refinery ,38.1,kbd,active
Europe,Italy,Livorno Refinery ,84.0,kbd,active
Europe,Italy,Porto Marghera Venice Refinery ,70.0,kbd,closed
Europe,Italy,Cremona Refinery ,80.0,kbd,closed
Europe,Italy,Mantova Refinery ,55.0,kbd,closed
Europe,Italy,Gela Refinery ,100.0,kbd,closed
Europe,Italy,Rome Refinery ,90.0,kbd,closed
Europe,Lithuania,Ma eiki  Refinery ,263.0,kbd,active
Europe,Netherlands,Shell Pernis Refinery ,416.0,kbd,active
Europe,Netherlands,BP Rotterdam Refinery ,400.0,kbd,active
Europe,Netherlands,Botlek ,195.0,kbd,active
Europe,Netherlands,Zeeland Refinery ,149.0,kbd,active
Europe,Netherlands,Gunvor Refinery Europoort ,80.0,kbd,active
Europe,Netherlands,VPR Refinery ,80.0,kbd,active
Europe,North Macedonia,OKTA Skopje Refinery ,50.0,kbd,active
Europe,Norway,Slagen Refinery ,110.0,kbd,closed
Europe,Norway,Mongstad Refinery ,200.0,kbd,active
Europe,Poland,Plock Refinery ,276.0,kbd,active
Europe,Poland,Gdansk Refinery ,210.0,kbd,active
Europe,Poland,Czechowice Refinery ,12.0,kbd,active
Europe,Poland,Trzebinia Refinery ,4.0,kbd,active
Europe,Poland,Jaslo Oil Refinery ,3.0,kbd,active
Europe,Poland,Jedlicze Refinery ,2.8,kbd,active
Europe,Poland,Glimar Refinery ,3.4,kbd,active
Europe,Portugal,Sines Refinery ,220.0,kbd,active
Europe,Portugal,Porto Refinery ,110.0,kbd,closed
Europe,Romania,Petromidia Constan a Refinery ,100.0,kbd,active
Europe,Romania,Petrobrazi Refinery Ploie ti ,90.0,kbd,active
Europe,Romania,Petrotel Lukoil Refinery Ploie ti ,68.0,kbd,active
Europe,Romania,Vega Ploie ti Refinery ,20.0,kbd,active
Europe,Romania,Petrolsub Suplacu de Barc u Refinery ,15.0,kbd,active
Europe,Romania,RAFO One ti ,70.0,kbd,closed
Europe,Romania,Steaua Roman  C mpina Refinery ,15.0,kbd,closed
Europe,Romania,Arpechim Refinery Pite ti ,70.0,kbd,closed
Europe,Romania,Astra Refinery ,20.0,kbd,closed
Europe,Russia,Achinsk Refinery ,0.0,kbd,active
Europe,Russia,Angarsk Petrochemical Company ,0.0,kbd,active
Europe,Russia,Kirishi Refinery ,346.0,kbd,active
Europe,Russia,Komsomolsky Refinery ,0.0,kbd,active
Europe,Russia,Krasnodar Refinery ,52.0,kbd,active
Europe,Russia,Kuibyshev Refinery ,120.5,kbd,active
Europe,Russia,Novokuibyshevsk Refinery ,136.0,kbd,active
Europe,Russia,Moscow Refinery ,181.0,kbd,active
Europe,Russia,Nizhnekamsk Refinery ,150.0,kbd,active
Europe,Russia,Nizhnekamsk Refinery ,143.0,kbd,active
Europe,Russia,Kstovo Refinery ,293.0,kbd,active
